,title,movieId,genres,movie_year,title_only,genres_single
17,Ant-Man (2015),122900,Action|Adventure|Sci-Fi,2015.0,Ant-Man,Sci-Fi
18,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,Western
19,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,Action
19,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,Sci-Fi
19,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,Thriller
20,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,Action
20,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,Adventure
20,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,Drama
20,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,Sci-Fi
20,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,Thriller
21,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,Action
21,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,Adventure
21,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,Sci-Fi
22,Spotlight (2015),142488,Thriller,2015.0,Spotlight,Thriller
23,Get Out (2017),168250,Horror,2017.0,Get Out,Horror
24,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,Sci-Fi
25,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,Adventure
25,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,Sci-Fi
26,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,Action
26,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,Adventure
26,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,Thriller
27,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,Action
27,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,Drama
27,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,Thriller
27,Dunkirk (2017),174055,Action|Drama|Thriller|War,2017.0,Dunkirk,War
28,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,Crime
28,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,Drama
28,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,Mystery
29,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,Action
29,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,Comedy
29,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,Sci-Fi
30,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,Fantasy
31,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,Action
31,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,Adventure
31,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,Fantasy
32,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,Action
32,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,Adventure
32,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,Fantasy
33,Room (2015),140174,Drama,2015.0,Room,Drama
34,10 Cloverfield Lane (2016),152077,Thriller,2016.0,10 Cloverfield Lane,Thriller
35,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,Action
35,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,Crime
35,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,Thriller
36,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,Adventure
36,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,Animation
36,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,Children
36,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,Comedy
36,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,Fantasy
37,Bridge of Spies (2015),143385,Drama|Thriller,2015.0,Bridge of Spies,Drama
37,Bridge of Spies (2015),143385,Drama|Thriller,2015.0,Bridge of Spies,Thriller
38,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,Adventure
38,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,Animation
38,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,Children
39,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,Comedy
39,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,Drama
39,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,Romance
40,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",Crime
40,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",Drama
41,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,Action
41,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,Adventure
41,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,Comedy
42,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,Action
42,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,Adventure
42,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,Fantasy
42,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,Sci-Fi
43,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,Action
43,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,Adventure
43,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,Crime
44,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,Action
44,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,Adventure
44,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,Sci-Fi
45,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,Crime
45,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,Mystery
45,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,Thriller
46,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,Adventure
46,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,Animation
46,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,Comedy
47,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,Action
47,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,Adventure
47,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,Animation
47,Spider-Man: Into the Spider-Verse (2018),195159,Action|Adventure|Animation|Sci-Fi,2018.0,Spider-Man: Into the Spider-Verse,Sci-Fi
48,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,Adventure
48,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,Drama
48,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,Romance
48,Passengers (2016),166635,Adventure|Drama|Romance|Sci-Fi,2016.0,Passengers,Sci-Fi
49,The Intern (2015),140110,Comedy,2015.0,The Intern,Comedy
50,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,Action
50,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,Adventure
50,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,Animation
50,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,Children
51,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,Comedy
51,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,Romance
51,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,Sci-Fi
52,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,Action
52,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,Adventure
52,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,Fantasy
52,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,Sci-Fi
53,Hidden Figures (2016),166643,Drama,2016.0,Hidden Figures,Drama
54,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,Action
54,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,Adventure
54,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,Sci-Fi
55,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,Action
55,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,Crime
55,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,Sci-Fi
56,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,Action
56,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,Adventure
56,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,Fantasy
56,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,Sci-Fi
57,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,Action
57,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,Adventure
57,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,Sci-Fi
58,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,Drama
58,Hacksaw Ridge (2016),163645,Drama|War,2016.0,Hacksaw Ridge,War
59,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,Action
59,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,Crime
59,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,Thriller
60,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,Drama
60,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,Horror
60,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,Thriller
61,Chappie (2015),120466,Action|Thriller,2015.0,Chappie,Action
61,Chappie (2015),120466,Action|Thriller,2015.0,Chappie,Thriller
62,Spy (2015),134368,Action|Comedy|Crime,2015.0,Spy,Action
62,Spy (2015),134368,Action|Comedy|Crime,2015.0,Spy,Comedy
62,Spy (2015),134368,Action|Comedy|Crime,2015.0,Spy,Crime
63,Furious 7 (2015),130634,Action|Crime|Thriller,2015.0,Furious 7,Action
63,Furious 7 (2015),130634,Action|Crime|Thriller,2015.0,Furious 7,Crime
63,Furious 7 (2015),130634,Action|Crime|Thriller,2015.0,Furious 7,Thriller
64,Now You See Me 2 (2016),159093,Action|Comedy|Thriller,2016.0,Now You See Me 2,Action
64,Now You See Me 2 (2016),159093,Action|Comedy|Thriller,2016.0,Now You See Me 2,Comedy
64,Now You See Me 2 (2016),159093,Action|Comedy|Thriller,2016.0,Now You See Me 2,Thriller
65,It (2017),175303,Horror,2017.0,It,Horror
66,Minions (2015),135887,Adventure|Animation|Children|Comedy,2015.0,Minions,Adventure
66,Minions (2015),135887,Adventure|Animation|Children|Comedy,2015.0,Minions,Animation
66,Minions (2015),135887,Adventure|Animation|Children|Comedy,2015.0,Minions,Children
66,Minions (2015),135887,Adventure|Animation|Children|Comedy,2015.0,Minions,Comedy
67,Insurgent (2015),130490,Action|Sci-Fi|Thriller,2015.0,Insurgent,Action
67,Insurgent (2015),130490,Action|Sci-Fi|Thriller,2015.0,Insurgent,Sci-Fi
67,Insurgent (2015),130490,Action|Sci-Fi|Thriller,2015.0,Insurgent,Thriller
68,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,Crime
68,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,Drama
68,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,Thriller
69,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,Drama
70,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,Adventure
70,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,Drama
70,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,Fantasy
71,The Jungle Book (2016),137857,Adventure|Drama|Fantasy,2016.0,The Jungle Book,Adventure
71,The Jungle Book (2016),137857,Adventure|Drama|Fantasy,2016.0,The Jungle Book,Drama
71,The Jungle Book (2016),137857,Adventure|Drama|Fantasy,2016.0,The Jungle Book,Fantasy
72,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,Animation
72,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,Comedy
73,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,Drama
73,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,Horror
73,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,Thriller
74,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,Action
74,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,Adventure
74,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,Sci-Fi
74,Terminator Genisys (2015),120799,Action|Adventure|Sci-Fi|Thriller,2015.0,Terminator Genisys,Thriller
75,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,Adventure
75,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,Animation
75,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,Children
75,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,Fantasy
76,Lady Bird (2017),177615,Comedy,2017.0,Lady Bird,Comedy
77,Captain Fantastic (2016),158966,Drama,2016.0,Captain Fantastic,Drama
78,Green Book (2018),194448,Comedy|Drama,2018.0,Green Book,Comedy
78,Green Book (2018),194448,Comedy|Drama,2018.0,Green Book,Drama
79,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,Action
79,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,Adventure
79,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,Children
79,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,Mystery
79,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,Sci-Fi
80,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,Adventure
80,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,Mystery
80,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,Sci-Fi
80,Annihilation (2018),182715,Adventure|Mystery|Sci-Fi|Thriller,2018.0,Annihilation,Thriller
81,Hell or High Water (2016),161582,Crime|Drama,2016.0,Hell or High Water,Crime
81,Hell or High Water (2016),161582,Crime|Drama,2016.0,Hell or High Water,Drama
82,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,Comedy
82,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,Crime
82,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,Drama
82,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,Romance
83,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,Action
83,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,Adventure
83,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,Sci-Fi
84,Maze Runner: Scorch Trials (2015),117895,Action|Thriller,2015.0,Maze Runner: Scorch Trials,Action
84,Maze Runner: Scorch Trials (2015),117895,Action|Thriller,2015.0,Maze Runner: Scorch Trials,Thriller
85,Manchester by the Sea (2016),165549,Drama,2016.0,Manchester by the Sea,Drama
86,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,Action
86,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,Drama
86,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,Sci-Fi
87,Sully (2016),160980,Drama,2016.0,Sully,Drama
88,Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,2017.0,Jumanji: Welcome to the Jungle,Action
88,Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,2017.0,Jumanji: Welcome to the Jungle,Adventure
88,Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,2017.0,Jumanji: Welcome to the Jungle,Children
89,The Witch (2015),140267,Horror,2015.0,The Witch,Horror
90,Beauty and the Beast (2017),168366,Fantasy|Romance,2017.0,Beauty and the Beast,Fantasy
90,Beauty and the Beast (2017),168366,Fantasy|Romance,2017.0,Beauty and the Beast,Romance
91,Jason Bourne (2016),160438,Action,2016.0,Jason Bourne,Action
92,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,Action
92,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,Adventure
92,Kung Fu Panda 3 (2016),149406,Action|Adventure|Animation,2016.0,Kung Fu Panda 3,Animation
93,Creed (2015),146656,Drama,2015.0,Creed,Drama
94,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,Animation
94,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,Drama
94,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,Fantasy
94,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,Romance
95,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,Action
95,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,Horror
95,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,Sci-Fi
95,Alien: Covenant (2017),169984,Action|Horror|Sci-Fi|Thriller,2017.0,Alien: Covenant,Thriller
96,Kingsman: The Golden Circle (2017),176101,Action|Adventure|Comedy,2017.0,Kingsman: The Golden Circle,Action
96,Kingsman: The Golden Circle (2017),176101,Action|Adventure|Comedy,2017.0,Kingsman: The Golden Circle,Adventure
