,title,movieId,genres,movie_year,title_only,userId,tag,timestamp
24,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,plot twist,1553627624
25,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,sad,1553627782
26,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,sci-fi,1553627687
27,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,scientist,1553627648
28,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,smart,1553627725
29,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,spacecraft,1553627723
30,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,spiritual,1553627763
31,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,strong female lead,1553627699
32,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,thought-provoking,1553627620
33,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,thoughtful sci-fi,1553627617
34,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,time loop,1553627729
35,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,time travel,1553627629
36,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,twist ending,1553627657
37,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,visually appealing,1553627635
38,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,7082,writing,1553627742
39,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,Donnie Yen,1553626232
40,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,editing,1553626252
41,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,funny robot,1553626226
42,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,martial arts,1553626326
43,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,plot,1553626297
44,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,sci-fi,1553626203
45,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,space,1553626214
46,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,special effects,1553626196
47,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,Star Wars,1553626193
48,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,star wars universe,1553626333
49,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,strong female lead,1553626218
50,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,Third Act,1553626286
51,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,two-dimensional characters,1553626270
52,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,Vader,1553626211
53,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,visually appealing,1553626199
54,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,7082,war movie,1553626310
55,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Benedict Cumberbatch,1553627511
56,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Black Panther,1553627427
57,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Black Widow,1553627433
58,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Captain America,1553627521
59,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Chris Evans,1553627527
60,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,dark,1553627408
61,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,death,1553627451
62,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Dr. Strange,1553627423
63,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,emotional,1553627410
64,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,ensemble cast,1553627508
65,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,ethical dilemma,1553627562
66,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,fighting,1553627414
67,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,funny,1553627422
68,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Guardians of the Galaxy,1553627555
69,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Hulk,1553627430
70,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Infinity Stone,1553627531
71,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Infinity Stones,1553627436
72,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Iron Man,1553627448
73,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Not predictable,1553627443
74,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Robert Downey Jr.,1553627403
75,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,sacrifice,1553627484
76,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Scarlet Witch,1553627455
77,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,slow burn,1553627439
78,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,space,1553627524
79,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,super power,1553627539
80,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Teamwork,1553627421
81,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Thanos,1553627399
82,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,Thor,1553627446
83,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,7082,time travel,1553627498
84,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,7082,bad script,1553635609
85,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,7082,cyberpunk,1553635616
86,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,7082,Scarlett Johansson,1553635619
87,Ghost in the Shell (2017),168612,Action|Drama|Sci-Fi,2017.0,Ghost in the Shell,7082,visual effects,1553635614
88,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,beautiful,1553625188
89,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,body swap,1553625172
90,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,colorful,1553625201
91,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,disaster,1553625203
92,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,emotional,1553625180
93,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,gorgeous animation,1553625192
94,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,great soundtrack,1553625196
95,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,nonlinear,1553625176
96,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,plot twist,1553625186
97,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,romance,1553625178
98,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,surreal,1553625184
99,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,7082,time travel,1553625170
100,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,90s,1553882640
101,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,action,1553882686
102,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,Action Heroine,1553882668
103,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,Agent Coulson,1553882671
104,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,air force,1553882688
105,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,alien technology,1553882690
106,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,based on comic,1553882654
107,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,brie larson,1553882633
108,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,buddy cop,1553882693
109,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,Captain Marvel,1553882624
110,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,cat,1553882638
111,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,female badass,1553882652
112,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,female lead,1553882626
113,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,feminism,1553882621
114,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,genocide,1553882703
115,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,grunge,1553882704
116,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,kree,1553882707
117,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,Marvel Cinematic Universe,1553882629
118,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,MCU,1553882664
119,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,military,1553882711
120,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,Nick Fury,1553882679
121,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,plot twist,1553882636
122,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,predictable,1553882648
123,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,rebirth,1553882713
124,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,refugees,1553882716
125,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,Ronan the Accuser,1553882683
126,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,skrulls,1553882722
127,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,super power,1553882724
128,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,superhero,1553882663
129,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,7082,superheroine,1553882650
130,Valerian and the City of a Thousand Planets (2017),173291,Action|Adventure|Sci-Fi,2017.0,Valerian and the City of a Thousand Planets,7082,bad acting,1553636096
131,Valerian and the City of a Thousand Planets (2017),173291,Action|Adventure|Sci-Fi,2017.0,Valerian and the City of a Thousand Planets,7082,bad script,1553636093
132,Valerian and the City of a Thousand Planets (2017),173291,Action|Adventure|Sci-Fi,2017.0,Valerian and the City of a Thousand Planets,7082,futuristic,1553636101
133,Valerian and the City of a Thousand Planets (2017),173291,Action|Adventure|Sci-Fi,2017.0,Valerian and the City of a Thousand Planets,7082,sci-fi,1553636103
134,Valerian and the City of a Thousand Planets (2017),173291,Action|Adventure|Sci-Fi,2017.0,Valerian and the City of a Thousand Planets,7082,visually appealing,1553636099
135,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,23461,realistic sci/fi,1569490430
136,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,23461,road movie,1542304425
137,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,23461,bad writing,1565900206
138,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,23461,friendship,1558635020
139,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,23461,music,1558635003
140,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,23461,shallow characters,1558634988
141,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,alien invasion,1568055915
142,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,aliens,1530191502
143,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,deafness,1530191674
144,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,Emily Blunt,1530190560
145,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,family,1530191527
146,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,far-fetched,1530221160
147,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,farmhouse,1568055964
148,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,monsters,1530191670
149,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,original,1530191493
150,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,parenting,1530191745
151,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,plot holes,1530191712
152,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,post-apocalyptic,1530191660
153,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,pregnancy,1530191567
154,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,silence,1530191447
155,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,survival,1530191468
156,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,suspense,1530191464
157,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,tension,1530190554
158,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,thriller,1530191679
159,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,23461,visual,1530190599
160,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,23461,adult humor,1536344372
161,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,23461,immature,1536344407
162,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,23461,racial stereotypes,1536344495
163,Sausage Party (2016),158872,Animation|Comedy,2016.0,Sausage Party,23461,ridiculous,1536344474
164,Mother! (2017),176419,Drama|Horror|Mystery|Thriller,2017.0,Mother!,23461,bombastic,1566681013
165,Mother! (2017),176419,Drama|Horror|Mystery|Thriller,2017.0,Mother!,23461,Darren Aronofsky,1566680608
166,Mother! (2017),176419,Drama|Horror|Mystery|Thriller,2017.0,Mother!,23461,symbolism,1566680631
167,Upgrade (2018),189203,Action|Comedy|Horror|Sci-Fi|Thriller,2018.0,Upgrade,23461,artificial intelligence,1536432805
168,Upgrade (2018),189203,Action|Comedy|Horror|Sci-Fi|Thriller,2018.0,Upgrade,23461,bad writing,1536432749
169,Upgrade (2018),189203,Action|Comedy|Horror|Sci-Fi|Thriller,2018.0,Upgrade,23461,dull characters,1536432834
170,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,2015,1454884760
171,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,bad ass,1454885036
172,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,based on book,1454828028
173,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,cheesy ending,1454884894
174,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,dialogue,1454884800
175,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,geeky,1454828104
176,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,Improvisation,1454828054
177,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,international cooperation,1454884982
178,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,mars,1454827978
179,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,matt damon,1454827972
180,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,NASA,1454828061
181,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,overrated,1454884969
182,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,PG-13,1454884781
183,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,potatoes,1454884992
184,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,predictible,1454828138
185,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,sci-fi,1454827952
186,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,science,1454885019
187,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,scientific,1454884853
188,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,smart,1454885006
189,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,Space,1454827944
190,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,space program,1454828114
191,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,space travel,1454827992
192,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,stranded hero,1454884913
193,The Martian (2015),134130,Adventure|Drama|Sci-Fi,2015.0,The Martian,31047,Survival Instinct,1454827968
194,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,cancer,1489959424
195,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,crude language,1489959374
196,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,Director: Tim Miller,1489959306
197,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,feminist,1489959361
198,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,irreverent,1489959437
199,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,ryan reynolds,1489959465
200,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,sex,1489959443
201,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,sexist,1489959355
202,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,soulless,1489959369
203,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,strong language,1489959385
204,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,Writer: Paul Wernick,1489959332
205,Deadpool (2016),122904,Action|Adventure|Comedy|Sci-Fi,2016.0,Deadpool,31047,Writer: Rhett Reese,1489959335
206,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,31047,Director: Ronnie Del Carmen,1467048902
207,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,31047,Writer: Amy Poehler,1467048917
208,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,31047,Writer: Bill Hader,1467048914
209,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,31047,Writer: Josh Cooley,1467048913
210,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,31047,Writer: Meg LeFauve,1467048911
211,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,31047,Writer: Michael Arndt,1467048916
212,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,31047,Writer: Pete Docter,1467048908
213,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,31047,Writer: Ronnie Del Carmen,1467048906
214,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,Carrie Fisher,1491246852
215,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,childish,1491246827
216,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,female protagonist,1491246868
217,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,feminism,1491246844
218,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,feminist,1491246847
219,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,Plot Recycling,1491246818
220,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,recycled plot,1491246823
221,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,strong female lead,1491246839
222,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,unoriginal,1491246872
223,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,Writer: J.J. Abrams,1491246806
224,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,31047,Writer: Lawrence Kasdan,1491246808
225,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,31047,Director: Denis Villeneuve,1486271666
226,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,31047,Director: Matthew Vaughn,1467298605
