,userId,genres_single,title
106,1748,Crime,3
107,1748,Drama,9
108,1748,Fantasy,3
109,1748,IMAX,1
110,1748,Mystery,1
111,1748,Romance,1
112,1748,Sci-Fi,8
113,1748,Thriller,5
114,1920,Action,6
115,1920,Adventure,4
116,1920,Animation,1
117,1920,Comedy,2
118,1920,Drama,5
119,1920,Fantasy,1
120,1920,Horror,1
121,1920,Romance,1
122,1920,Sci-Fi,5
123,1920,Thriller,3
124,1920,War,1
125,2345,Action,5
126,2345,Adventure,4
127,2345,Animation,1
128,2345,Children,1
129,2345,Comedy,5
130,2345,Drama,3
131,2345,Fantasy,3
132,2345,Horror,1
133,2345,Sci-Fi,5
134,2345,Thriller,2
135,2389,Action,3
136,2389,Adventure,1
137,2389,Comedy,2
138,2389,Crime,3
139,2389,Drama,3
140,2389,Fantasy,2
141,2389,Horror,1
142,2389,Mystery,2
143,2389,Romance,2
144,2389,Sci-Fi,2
145,2389,Thriller,2
146,2403,Action,8
147,2403,Adventure,8
148,2403,Animation,1
149,2403,Comedy,1
150,2403,Crime,2
151,2403,Drama,4
152,2403,Fantasy,4
153,2403,IMAX,1
154,2403,Romance,1
155,2403,Sci-Fi,5
156,2403,Thriller,1
157,2738,Action,5
158,2738,Adventure,4
159,2738,Comedy,1
160,2738,Crime,1
161,2738,Drama,2
162,2738,Fantasy,2
163,2738,Horror,1
164,2738,Mystery,1
165,2738,Sci-Fi,5
166,2738,Thriller,2
167,2738,Western,1
168,3150,Action,8
169,3150,Adventure,7
170,3150,Animation,1
171,3150,Comedy,4
172,3150,Crime,2
173,3150,Drama,9
174,3150,Fantasy,3
175,3150,Horror,2
176,3150,Mystery,1
177,3150,Romance,1
178,3150,Sci-Fi,7
179,3150,Thriller,2
180,3150,War,1
181,3259,Action,7
182,3259,Adventure,3
183,3259,Children,1
184,3259,Comedy,2
185,3259,Crime,2
186,3259,Drama,6
187,3259,Fantasy,2
188,3259,Horror,1
189,3259,Mystery,2
190,3259,Romance,2
191,3259,Sci-Fi,3
192,3259,Thriller,6
193,3394,(no genres listed),1
194,3394,Action,4
195,3394,Adventure,2
196,3394,Animation,1
197,3394,Children,1
198,3394,Comedy,3
199,3394,Crime,5
200,3394,Drama,5
201,3394,Fantasy,2
202,3394,Romance,3
203,3394,Thriller,2
204,3484,Action,5
205,3484,Adventure,4
206,3484,Animation,1
207,3484,Children,1
208,3484,Comedy,3
209,3484,Crime,2
210,3484,Drama,3
211,3484,Fantasy,3
212,3484,Horror,1
213,3484,Sci-Fi,3
214,3484,Thriller,3
215,3807,Action,5
216,3807,Adventure,4
217,3807,Animation,1
218,3807,Children,1
219,3807,Comedy,2
220,3807,Crime,3
221,3807,Drama,5
222,3807,Fantasy,2
223,3807,Mystery,1
224,3807,Sci-Fi,5
225,4019,Action,6
226,4019,Adventure,10
227,4019,Animation,4
228,4019,Children,4
229,4019,Comedy,6
230,4019,Crime,3
231,4019,Drama,10
232,4019,Fantasy,4
233,4019,Horror,1
234,4019,IMAX,1
235,4019,Romance,2
236,4019,Sci-Fi,7
237,4019,Thriller,4
238,4383,Action,6
239,4383,Adventure,5
240,4383,Animation,1
241,4383,Children,1
242,4383,Comedy,4
243,4383,Drama,4
244,4383,Fantasy,4
245,4383,IMAX,1
246,4383,Romance,2
247,4383,Sci-Fi,3
248,4383,Thriller,2
249,4429,Action,6
250,4429,Adventure,7
251,4429,Animation,3
252,4429,Children,3
253,4429,Comedy,5
254,4429,Drama,3
255,4429,Fantasy,3
256,4429,Horror,1
257,4429,Romance,1
258,4429,Sci-Fi,1
259,4429,Thriller,4
260,4642,Action,4
261,4642,Adventure,4
262,4642,Animation,1
263,4642,Comedy,4
264,4642,Crime,2
265,4642,Drama,5
266,4642,Mystery,2
267,4642,Sci-Fi,2
268,4642,Thriller,2
269,4642,War,1
270,4688,Action,4
271,4688,Adventure,4
272,4688,Animation,1
273,4688,Children,1
274,4688,Comedy,1
275,4688,Crime,3
276,4688,Drama,5
277,4688,Fantasy,1
278,4688,Horror,1
279,4688,Romance,1
280,4688,Sci-Fi,2
281,4688,Thriller,4
282,4688,War,2
283,4825,Action,7
284,4825,Adventure,6
285,4825,Children,1
286,4825,Comedy,2
287,4825,Crime,4
288,4825,Drama,6
289,4825,Fantasy,1
290,4825,Mystery,2
291,4825,Romance,1
292,4825,Sci-Fi,4
293,4825,Thriller,2
294,4825,War,1
295,4825,Western,1
296,4950,Action,5
297,4950,Adventure,4
298,4950,Comedy,1
299,4950,Crime,2
300,4950,Drama,3
301,4950,Fantasy,2
302,4950,Mystery,1
303,4950,Sci-Fi,4
304,4950,Thriller,5
305,5017,Action,5
306,5017,Adventure,7
307,5017,Animation,1
308,5017,Children,2
309,5017,Comedy,1
310,5017,Drama,1
311,5017,Fantasy,4
312,5017,Sci-Fi,5
313,5017,Thriller,1
314,5017,Western,1
315,5018,Action,2
316,5018,Adventure,2
317,5018,Comedy,2
318,5018,Drama,6
319,5018,Fantasy,1
320,5018,Horror,2
321,5018,Romance,3
322,5018,Sci-Fi,2
323,5018,Thriller,4
324,5114,Action,10
325,5114,Adventure,8
326,5114,Animation,1
327,5114,Children,2
328,5114,Comedy,3
329,5114,Drama,2
330,5114,Fantasy,2
331,5114,Horror,2
332,5114,Sci-Fi,9
333,5114,Thriller,3
334,5413,Action,4
335,5413,Adventure,4
336,5413,Animation,1
337,5413,Children,1
338,5413,Comedy,5
339,5413,Crime,1
340,5413,Drama,5
341,5413,Fantasy,1
342,5413,Sci-Fi,1
343,5413,Thriller,3
344,5413,War,1
345,5413,Western,1
346,5465,(no genres listed),1
347,5465,Action,11
348,5465,Adventure,6
349,5465,Comedy,6
350,5465,Crime,1
351,5465,Drama,2
352,5465,Horror,2
353,5465,Mystery,1
354,5465,Sci-Fi,10
355,5465,Thriller,4
356,5465,Western,1
357,5630,Action,4
358,5630,Adventure,6
359,5630,Animation,1
360,5630,Children,1
361,5630,Comedy,2
362,5630,Drama,5
363,5630,Fantasy,1
364,5630,Horror,1
365,5630,Romance,1
366,5630,Sci-Fi,5
367,5630,Thriller,2
368,5679,Action,6
369,5679,Adventure,4
370,5679,Animation,1
371,5679,Children,1
372,5679,Comedy,1
373,5679,Crime,2
374,5679,Drama,4
375,5679,Horror,1
376,5679,Sci-Fi,3
377,5679,Thriller,4
378,5694,Action,7
379,5694,Adventure,6
380,5694,Animation,1
381,5694,Comedy,2
382,5694,Crime,1
383,5694,Drama,5
384,5694,Fantasy,1
385,5694,Horror,1
386,5694,Mystery,2
387,5694,Sci-Fi,7
388,5694,Thriller,2
389,5694,War,1
390,5694,Western,1
391,6115,(no genres listed),1
392,6115,Action,10
393,6115,Adventure,10
394,6115,Animation,2
395,6115,Children,1
396,6115,Comedy,4
397,6115,Crime,1
398,6115,Drama,3
399,6115,Fantasy,6
400,6115,Mystery,1
401,6115,Sci-Fi,9
402,6115,Thriller,1
403,6115,Western,1
404,6184,Action,1
405,6184,Adventure,3
406,6184,Animation,2
407,6184,Children,1
408,6184,Comedy,5
409,6184,Crime,1
410,6184,Drama,5
411,6184,Fantasy,1
412,6184,Horror,1
413,6184,Thriller,1
414,6497,Action,6
415,6497,Adventure,5
416,6497,Comedy,2
417,6497,Drama,3
418,6497,Fantasy,1
419,6497,Mystery,1
420,6497,Romance,1
421,6497,Sci-Fi,6
422,6497,Thriller,4
423,6553,Action,5
424,6553,Adventure,3
425,6553,Animation,1
426,6553,Comedy,3
427,6553,Crime,1
428,6553,Drama,2
429,6553,Fantasy,1
430,6553,Horror,3
431,6553,Mystery,1
432,6553,Romance,1
433,6553,Sci-Fi,6
434,6553,Thriller,2
435,6836,(no genres listed),1
436,6836,Action,2
437,6836,Adventure,7
438,6836,Animation,1
439,6836,Children,1
440,6836,Comedy,3
441,6836,Drama,1
442,6836,Fantasy,3
443,6836,Mystery,1
444,6836,Sci-Fi,5
445,6836,Thriller,2
446,7082,(no genres listed),1
447,7082,Action,6
448,7082,Adventure,8
449,7082,Children,1
450,7082,Drama,2
451,7082,Fantasy,2
452,7082,Mystery,1
453,7082,Sci-Fi,8
454,7082,Thriller,1
455,7439,Action,4
456,7439,Adventure,5
457,7439,Animation,2
458,7439,Children,2
459,7439,Comedy,4
460,7439,Crime,1
461,7439,Drama,3
462,7439,Fantasy,2
463,7439,Romance,1
464,7439,Sci-Fi,2
465,7439,Thriller,2
466,8035,Action,6
467,8035,Adventure,5
468,8035,Animation,1
469,8035,Children,1
470,8035,Comedy,1
471,8035,Crime,1
472,8035,Drama,3
473,8035,Fantasy,3
474,8035,Horror,1
475,8035,Sci-Fi,3
476,8035,Thriller,1
477,8035,War,1
478,8215,Action,8
479,8215,Adventure,4
480,8215,Animation,1
481,8215,Children,1
482,8215,Comedy,3
483,8215,Crime,5
484,8215,Drama,6
485,8215,Horror,1
486,8215,Mystery,3
487,8215,Sci-Fi,2
488,8215,Thriller,7
489,8215,War,1
490,8225,Action,8
491,8225,Adventure,8
492,8225,Animation,1
493,8225,Children,1
494,8225,Comedy,1
495,8225,Fantasy,4
496,8225,IMAX,1
497,8225,Sci-Fi,5
498,8225,Thriller,3
499,8461,Action,5
500,8461,Adventure,2
501,8461,Animation,1
502,8461,Children,1
503,8461,Comedy,2
504,8461,Crime,2
505,8461,Drama,9
506,8461,Fantasy,2
507,8461,Mystery,1
508,8461,Romance,2
509,8461,Sci-Fi,3
510,8461,Thriller,3
511,8476,Action,10
512,8476,Adventure,4
513,8476,Animation,1
514,8476,Comedy,6
515,8476,Crime,3
516,8476,Drama,5
517,8476,Fantasy,2
518,8476,Horror,3
519,8476,IMAX,1
520,8476,Romance,1
521,8476,Sci-Fi,5
522,8476,Thriller,5
523,8476,War,1
524,8528,Action,4
525,8528,Adventure,6
526,8528,Animation,1
527,8528,Comedy,6
528,8528,Crime,3
529,8528,Drama,7
530,8528,Fantasy,2
531,8528,Romance,3
532,8528,Sci-Fi,4
533,8528,Thriller,1
534,8575,(no genres listed),1
535,8575,Action,7
536,8575,Adventure,6
537,8575,Animation,1
538,8575,Comedy,1
539,8575,Drama,3
540,8575,Fantasy,2
541,8575,Horror,1
542,8575,Sci-Fi,6
543,8575,Thriller,2
544,8661,Action,4
545,8661,Adventure,4
546,8661,Animation,2
547,8661,Children,2
548,8661,Comedy,3
549,8661,Crime,3
550,8661,Drama,2
551,8661,Fantasy,2
552,8661,Horror,3
553,8661,Mystery,2
554,8661,Sci-Fi,3
555,8661,Thriller,2
556,8694,(no genres listed),1
557,8694,Action,3
558,8694,Adventure,5
559,8694,Animation,1
560,8694,Children,1
561,8694,Comedy,3
562,8694,Crime,1
563,8694,Drama,6
564,8694,Fantasy,3
565,8694,IMAX,1
566,8694,Romance,2
567,8694,Sci-Fi,4
568,8694,Thriller,2
569,8802,Action,10
570,8802,Adventure,8
571,8802,Animation,2
572,8802,Children,1
573,8802,Comedy,2
574,8802,Crime,2
575,8802,Drama,3
576,8802,Fantasy,1
577,8802,Sci-Fi,7
578,8802,Thriller,4
579,8917,Action,5
580,8917,Adventure,2
581,8917,Comedy,1
582,8917,Crime,2
583,8917,Drama,2
584,8917,Horror,2
585,8917,Mystery,1
586,8917,Sci-Fi,7
587,8917,Thriller,4
588,8979,Action,10
589,8979,Adventure,6
590,8979,Comedy,3
591,8979,Crime,5
592,8979,Drama,5
593,8979,Fantasy,4
594,8979,Horror,2
595,8979,Mystery,1
596,8979,Romance,2
597,8979,Sci-Fi,6
598,8979,Thriller,4
599,8979,War,1
600,9222,Action,5
601,9222,Adventure,5
602,9222,Animation,1
603,9222,Comedy,2
604,9222,Crime,2
605,9222,Drama,5
606,9222,Fantasy,1
607,9222,Horror,1
608,9222,Sci-Fi,4
609,9222,Thriller,5
610,9222,War,1
611,9222,Western,1
612,9293,Action,2
613,9293,Adventure,2
614,9293,Animation,1
615,9293,Children,1
616,9293,Comedy,4
617,9293,Crime,2
618,9293,Drama,7
619,9293,Horror,3
620,9293,Mystery,1
621,9293,Romance,2
622,9293,Sci-Fi,2
623,9293,Thriller,3
624,9391,Action,7
625,9391,Adventure,6
626,9391,Animation,1
627,9391,Children,1
628,9391,Comedy,4
629,9391,Crime,1
630,9391,Drama,4
631,9391,Fantasy,3
632,9391,Horror,1
633,9391,Romance,1
634,9391,Sci-Fi,5
635,9391,Thriller,3
636,9391,War,1
637,9770,Action,10
638,9770,Adventure,10
639,9770,Animation,2
640,9770,Children,2
641,9770,Crime,1
642,9770,Drama,5
643,9770,Fantasy,3
644,9770,Romance,1
645,9770,Sci-Fi,10
646,9770,Thriller,3
647,9852,Action,13
648,9852,Adventure,11
649,9852,Animation,5
650,9852,Children,3
651,9852,Comedy,11
652,9852,Crime,4
653,9852,Drama,5
654,9852,Fantasy,5
655,9852,Horror,2
656,9852,Mystery,1
657,9852,Romance,1
658,9852,Sci-Fi,5
659,9852,Thriller,5
660,10135,Action,7
661,10135,Adventure,7
662,10135,Animation,1
663,10135,Children,1
664,10135,Comedy,2
665,10135,Crime,1
666,10135,Drama,4
667,10135,Fantasy,6
668,10135,Horror,2
669,10135,Romance,1
670,10135,Sci-Fi,6
671,10135,Thriller,4
672,10135,War,1
673,10158,Action,4
674,10158,Adventure,2
675,10158,Comedy,2
676,10158,Crime,4
677,10158,Drama,3
678,10158,Romance,1
679,10158,Sci-Fi,4
680,10158,Thriller,4
681,10158,Western,1
682,10496,Action,9
683,10496,Adventure,8
684,10496,Animation,1
685,10496,Children,1
686,10496,Comedy,2
687,10496,Crime,3
688,10496,Drama,7
689,10496,Fantasy,3
690,10496,Romance,2
691,10496,Sci-Fi,5
692,10496,Thriller,5
693,10585,Action,7
694,10585,Adventure,6
695,10585,Animation,1
696,10585,Children,1
697,10585,Comedy,4
698,10585,Crime,3
699,10585,Drama,7
700,10585,Fantasy,2
701,10585,Romance,1
702,10585,Sci-Fi,5
703,10585,Thriller,3
704,10630,Action,5
705,10630,Adventure,6
706,10630,Animation,1
707,10630,Comedy,4
708,10630,Crime,1
709,10630,Drama,5
710,10630,Romance,1
711,10630,Sci-Fi,4
712,10630,Thriller,2
713,10813,Action,9
714,10813,Adventure,10
715,10813,Animation,1
716,10813,Children,3
717,10813,Comedy,2
718,10813,Crime,2
719,10813,Drama,2
720,10813,Fantasy,2
721,10813,Horror,1
722,10813,Mystery,1
723,10813,Sci-Fi,8
724,10813,Thriller,3
725,11052,Action,6
726,11052,Adventure,4
727,11052,Comedy,1
728,11052,Crime,1
729,11052,Drama,5
730,11052,Fantasy,2
731,11052,Horror,1
732,11052,Romance,1
733,11052,Sci-Fi,9
734,11052,Thriller,6
735,11052,War,1
736,11056,Action,3
737,11056,Adventure,8
738,11056,Animation,3
739,11056,Children,3
740,11056,Comedy,4
741,11056,Crime,1
742,11056,Drama,3
743,11056,Fantasy,5
744,11056,Horror,1
745,11056,IMAX,1
746,11056,Mystery,2
747,11056,Romance,1
748,11056,Sci-Fi,5
749,11056,Thriller,1
750,11090,Action,4
751,11090,Adventure,4
752,11090,Comedy,3
753,11090,Crime,2
754,11090,Drama,5
755,11090,Horror,1
756,11090,Romance,1
757,11090,Sci-Fi,5
758,11090,Western,2
759,11258,Action,4
760,11258,Adventure,4
761,11258,Comedy,2
762,11258,Drama,5
763,11258,Fantasy,3
764,11258,Horror,2
765,11258,Romance,1
766,11258,Sci-Fi,3
767,11258,Thriller,1
768,11539,Action,4
769,11539,Adventure,3
770,11539,Comedy,3
771,11539,Crime,1
772,11539,Drama,4
773,11539,Fantasy,3
774,11539,Romance,1
775,11539,Thriller,3
776,11539,War,1
777,11690,Action,7
778,11690,Adventure,7
779,11690,Crime,1
780,11690,Drama,3
781,11690,Fantasy,2
782,11690,IMAX,1
783,11690,Romance,1
784,11690,Sci-Fi,7
785,11690,Thriller,3
786,11690,Western,1
787,11719,Action,7
788,11719,Adventure,7
789,11719,Children,1
790,11719,Comedy,3
791,11719,Drama,2
792,11719,Fantasy,3
793,11719,Horror,1
794,11719,Sci-Fi,7
795,11719,Thriller,1
796,11719,War,1
797,12552,Action,7
798,12552,Adventure,7
799,12552,Children,1
800,12552,Comedy,2
801,12552,Crime,1
802,12552,Drama,7
803,12552,Fantasy,4
804,12552,Mystery,2
805,12552,Romance,1
806,12552,Sci-Fi,6
807,12552,Thriller,4
808,12697,Action,9
809,12697,Adventure,8
810,12697,Animation,3
811,12697,Children,3
812,12697,Comedy,4
813,12697,Crime,1
814,12697,Drama,1
815,12697,Fantasy,1
816,12697,Sci-Fi,7
817,12697,Thriller,1
818,12939,Action,5
819,12939,Adventure,5
820,12939,Animation,2
821,12939,Children,2
822,12939,Comedy,5
823,12939,Crime,2
824,12939,Drama,2
825,12939,Mystery,1
826,12939,Sci-Fi,2
827,12939,Thriller,2
828,13134,Action,9
829,13134,Adventure,8
830,13134,Animation,2
831,13134,Children,1
832,13134,Comedy,2
833,13134,Crime,3
834,13134,Drama,6
835,13134,Fantasy,1
836,13134,Horror,1
837,13134,Sci-Fi,5
838,13134,Thriller,4
839,14201,Action,6
840,14201,Adventure,3
841,14201,Comedy,2
842,14201,Crime,2
843,14201,Documentary,1
844,14201,Drama,3
845,14201,Fantasy,1
846,14201,Horror,1
847,14201,IMAX,1
848,14201,Sci-Fi,4
849,14201,Thriller,3
850,14375,Action,6
851,14375,Adventure,6
852,14375,Comedy,1
853,14375,Crime,1
854,14375,Drama,2
855,14375,Fantasy,5
856,14375,Sci-Fi,6
857,14375,Thriller,1
858,14375,War,1
859,14458,Action,8
860,14458,Adventure,5
861,14458,Comedy,2
862,14458,Crime,3
863,14458,Drama,5
864,14458,Fantasy,3
865,14458,Horror,1
866,14458,Mystery,1
867,14458,Romance,1
868,14458,Sci-Fi,7
869,14458,Thriller,3
870,15044,Action,8
871,15044,Adventure,5
872,15044,Animation,1
873,15044,Children,1
874,15044,Comedy,1
875,15044,Crime,1
876,15044,Drama,3
877,15044,Fantasy,2
878,15044,Mystery,1
879,15044,Sci-Fi,7
880,15044,Thriller,2
881,15121,Action,5
882,15121,Adventure,4
883,15121,Animation,2
884,15121,Children,2
885,15121,Comedy,4
886,15121,Crime,2
887,15121,Drama,4
888,15121,Fantasy,3
889,15121,Horror,2
890,15121,IMAX,1
891,15121,Mystery,1
892,15121,Romance,2
893,15121,Sci-Fi,6
894,15121,Thriller,4
895,15121,Western,1
896,15127,Action,4
897,15127,Adventure,8
898,15127,Animation,4
899,15127,Children,4
900,15127,Comedy,3
901,15127,Crime,1
902,15127,Drama,3
903,15127,Fantasy,3
904,15127,Romance,1
905,15127,Sci-Fi,3
906,15204,Action,7
907,15204,Adventure,4
908,15204,Animation,1
909,15204,Comedy,2
910,15204,Crime,1
911,15204,Drama,1
912,15204,Horror,1
913,15204,Mystery,1
914,15204,Sci-Fi,7
915,15204,Thriller,3
916,15204,War,1
917,15476,Action,12
918,15476,Adventure,9
919,15476,Animation,3
920,15476,Children,4
921,15476,Comedy,5
922,15476,Crime,2
923,15476,Drama,1
924,15476,Fantasy,3
925,15476,Horror,1
926,15476,IMAX,1
927,15476,Mystery,1
928,15476,Romance,1
929,15476,Sci-Fi,7
930,15476,Thriller,4
931,15699,Action,6
932,15699,Adventure,6
933,15699,Animation,1
934,15699,Children,1
935,15699,Comedy,3
936,15699,Crime,1
937,15699,Drama,2
938,15699,Fantasy,2
939,15699,Sci-Fi,4
940,15699,Thriller,4
941,15754,Action,7
942,15754,Adventure,5
943,15754,Drama,1
944,15754,Fantasy,1
945,15754,Horror,2
946,15754,Sci-Fi,7
947,15754,Thriller,2
948,15754,War,1
949,15754,Western,1
950,15830,Action,9
951,15830,Adventure,9
952,15830,Animation,1
953,15830,Children,1
954,15830,Comedy,2
955,15830,Crime,3
956,15830,Drama,8
957,15830,Fantasy,3
958,15830,Horror,1
959,15830,Mystery,2
960,15830,Romance,1
961,15830,Sci-Fi,6
962,15830,Thriller,2
963,16044,Action,5
964,16044,Adventure,5
965,16044,Animation,2
966,16044,Children,1
967,16044,Comedy,2
968,16044,Drama,2
969,16044,Fantasy,4
970,16044,Sci-Fi,4
971,16044,Thriller,1
972,16254,Action,8
973,16254,Adventure,10
974,16254,Animation,2
975,16254,Children,1
976,16254,Comedy,6
977,16254,Crime,1
978,16254,Drama,2
979,16254,Fantasy,3
980,16254,Mystery,2
981,16254,Romance,1
982,16254,Sci-Fi,7
983,16254,Thriller,6
984,16377,Action,11
985,16377,Adventure,9
986,16377,Animation,1
987,16377,Children,1
988,16377,Comedy,2
989,16377,Crime,5
990,16377,Drama,7
991,16377,Fantasy,2
992,16377,Horror,3
993,16377,Mystery,3
994,16377,Sci-Fi,8
995,16377,Thriller,8
996,16377,Western,1
997,16774,Action,11
998,16774,Adventure,8
999,16774,Animation,1
1000,16774,Children,1
1001,16774,Comedy,2
1002,16774,Crime,2
1003,16774,Drama,7
1004,16774,Fantasy,5
1005,16774,Horror,5
1006,16774,Mystery,1
1007,16774,Romance,1
1008,16774,Sci-Fi,11
1009,16774,Thriller,6
1010,16945,Action,3
1011,16945,Adventure,4
1012,16945,Comedy,3
1013,16945,Crime,2
1014,16945,Documentary,1
1015,16945,Drama,2
1016,16945,Fantasy,2
1017,16945,IMAX,1
1018,16945,Romance,1
1019,16945,Sci-Fi,2
1020,16945,Thriller,3
1021,16955,Action,3
1022,16955,Adventure,6
1023,16955,Animation,4
1024,16955,Children,2
1025,16955,Comedy,6
1026,16955,Crime,1
1027,16955,Drama,5
1028,16955,Fantasy,4
1029,16955,Romance,2
1030,16955,Sci-Fi,2
1031,16955,Thriller,1
1032,17016,Action,12
1033,17016,Adventure,12
1034,17016,Animation,6
1035,17016,Children,4
1036,17016,Comedy,10
1037,17016,Crime,4
1038,17016,Drama,9
1039,17016,Fantasy,4
1040,17016,Horror,2
1041,17016,IMAX,1
1042,17016,Romance,1
1043,17016,Sci-Fi,6
1044,17016,Thriller,4
1045,17016,War,1
1046,17086,Action,8
1047,17086,Adventure,8
1048,17086,Animation,1
1049,17086,Children,1
1050,17086,Comedy,3
1051,17086,Crime,2
1052,17086,Drama,4
1053,17086,Fantasy,5
1054,17086,Horror,1
1055,17086,Sci-Fi,5
1056,17086,Thriller,2
1057,17086,War,1
1058,17160,Action,8
1059,17160,Adventure,5
1060,17160,Animation,1
1061,17160,Comedy,5
1062,17160,Crime,4
1063,17160,Drama,5
1064,17160,Fantasy,2
1065,17160,IMAX,1
1066,17160,Mystery,1
1067,17160,Romance,1
1068,17160,Sci-Fi,5
1069,17160,Thriller,4
1070,17213,Action,9
1071,17213,Adventure,8
1072,17213,Animation,2
1073,17213,Children,2
1074,17213,Comedy,7
1075,17213,Crime,4
1076,17213,Drama,3
1077,17213,Fantasy,3
1078,17213,Romance,1
1079,17213,Sci-Fi,7
1080,17213,Thriller,2
1081,17664,Action,10
1082,17664,Adventure,8
1083,17664,Animation,3
1084,17664,Children,2
1085,17664,Comedy,2
1086,17664,Crime,3
1087,17664,Drama,1
1088,17664,Fantasy,2
1089,17664,IMAX,1
1090,17664,Romance,1
1091,17664,Sci-Fi,7
1092,17664,Thriller,1
1093,17669,Action,8
1094,17669,Adventure,7
1095,17669,Comedy,2
1096,17669,Crime,1
1097,17669,Drama,8
1098,17669,Fantasy,3
1099,17669,Horror,4
1100,17669,IMAX,1
1101,17669,Romance,2
1102,17669,Sci-Fi,7
1103,17669,Thriller,2
1104,17669,War,1
1105,17681,Action,7
1106,17681,Adventure,7
1107,17681,Animation,1
1108,17681,Children,1
1109,17681,Comedy,4
1110,17681,Crime,3
1111,17681,Drama,3
1112,17681,Fantasy,3
1113,17681,IMAX,1
1114,17681,Mystery,1
1115,17681,Sci-Fi,4
1116,17681,Thriller,3
1117,17712,Action,6
1118,17712,Adventure,5
1119,17712,Animation,1
1120,17712,Children,1
1121,17712,Comedy,2
1122,17712,Drama,5
1123,17712,Fantasy,1
1124,17712,Horror,1
1125,17712,Sci-Fi,4
1126,17712,Thriller,1
1127,17783,Action,4
1128,17783,Adventure,4
1129,17783,Animation,1
1130,17783,Comedy,3
1131,17783,Crime,3
1132,17783,Drama,9
1133,17783,Fantasy,1
1134,17783,Horror,2
1135,17783,Mystery,1
1136,17783,Romance,1
1137,17783,Sci-Fi,2
1138,17783,Thriller,4
1139,17783,Western,1
1140,17838,Action,1
1141,17838,Adventure,2
1142,17838,Animation,2
1143,17838,Comedy,2
1144,17838,Drama,7
1145,17838,Fantasy,2
1146,17838,Horror,1
1147,17838,Romance,2
1148,17838,Thriller,3
1149,17838,War,1
1150,18071,Action,7
1151,18071,Adventure,5
1152,18071,Animation,1
1153,18071,Children,1
1154,18071,Comedy,3
1155,18071,Drama,1
1156,18071,Fantasy,1
1157,18071,Sci-Fi,4
1158,18071,Thriller,2
1159,18265,Action,6
1160,18265,Adventure,6
1161,18265,Animation,3
1162,18265,Children,4
1163,18265,Comedy,4
1164,18265,Crime,1
1165,18265,Drama,3
1166,18265,Fantasy,1
1167,18265,Horror,1
1168,18265,Sci-Fi,3
1169,18265,Thriller,1
1170,18282,Action,6
1171,18282,Adventure,5
1172,18282,Animation,3
1173,18282,Children,2
1174,18282,Comedy,5
1175,18282,Drama,3
1176,18282,Fantasy,4
1177,18282,Romance,1
1178,18282,Sci-Fi,3
1179,18282,Thriller,2
1180,18500,Action,7
1181,18500,Adventure,4
1182,18500,Animation,1
1183,18500,Comedy,4
1184,18500,Crime,4
1185,18500,Drama,4
1186,18500,Fantasy,2
1187,18500,Horror,2
1188,18500,Mystery,2
